_id,state.environment,state.map,state.turbine,state.binary,results.profit,changedSimSpeed,correctPower,results.correct,results.medianTimeOnTask,results.over,results.under,results.score,repairedTurbine,turbineOnOff,results.name,userId
ObjectId(5a9670c9907a2e77c94ab9d9),mountains,,,"0,0,1,0,0,,",,false,false,,,,,,false,true,,796d76fd37612178bb7b8a4c0448a744957711c2
ObjectId(5a9670c9907a2e77c94ab9da),,,,",,",,false,false,,,,,,false,false,,6ff671b0f284c81f6aa865f9b456f70494aeff32
ObjectId(5a9670c9907a2e77c94ab9db),mountains,1,B,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.41747572815534,0.5,0.5",,false,false,,,,,,false,true,,7ba6eee9596cb0903c0c30d3072191a1c2428ce4
ObjectId(5a9670c9907a2e77c94ab9dc),,2,F,",0,0,0,0,0,0,0,0,1,0,0,0,0,0.105263157894737,0",,false,false,,,,,,false,false,,4589a3efd0b4900f4325ba231b706f951293588f
ObjectId(5a9670c9907a2e77c94ab9dd),mountains,1,B,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.41747572815534,0.5,0.5",true,false,true,0,21,33.333336666666334,66.66666333333366,10,false,true,DFGSFDHG,f6e12e1a232d4db7d6380229b48e63add2a51674
ObjectId(5a9670c9907a2e77c94ab9de),seashore,2,G,"0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.41747572815534,0.973684210526316,0.75",,false,false,,,,,,false,true,,2ccee1fcef064d6ffd2470335d8961a8c13ca4b7
ObjectId(5a9670c9907a2e77c94ab9df),fields,4,E,"0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.223300970873786,0.5,0.25",false,false,false,18.18182,15,0,81.81818,10,false,true,SDASF4234,f0cc1f9ed95179027610a2b9c77654ff9c36791f
ObjectId(5a9670c9907a2e77c94ab9e0),mountains,,,"0,0,1,0,0,,",false,false,false,0,0,0,100,6,false,true,SADF,e3a4021873c839d48518fa767eb5d2708d8b88c3
ObjectId(5a9670c9907a2e77c94ab9e1),fields,2,,"0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,",false,false,false,0,0,0,100,8,false,true,MARC,182e9023ce6e8f812d2f58457b042089cd34d63f
ObjectId(5a9670c9907a2e77c94ab9e2),mountains,,A,"0,0,1,0,0,,0,0,1,1,1",false,false,false,0,0,0,100,,false,true,DGSDG,f848876dc9e5ff7751dfbf906c7ca3c630d7fff9
ObjectId(5a9670c9907a2e77c94ab9e3),mountains,2,D,"0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.41747572815534,0.5,0.5",true,false,true,16.666668333333167,11,49.999995000000496,33.333336666666334,8,false,true,QWEQWE,6672f89643b6c06ab2c9eb51058169ba404cc390
ObjectId(5a9670c9907a2e77c94ab9e4),seashore,3,G,"0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.41747572815534,0.973684210526316,0.75",true,true,false,0,10,0,100,8,true,true,DFHDFH,04038ff42e350812f8ff3c917e6a853853d97a40
ObjectId(5a9670c9907a2e77c94ab9e5),,2,B,",0,0,0,0,0,0,0,0,1,0,0,0,0.41747572815534,0.5,0.5",,false,false,0,0,0,100,6,false,true,ASFASF234235,a24ec9e38e90803e43ff0cdee415ed240557cded
ObjectId(5a9670c9907a2e77c94ab9e6),mountains,2,A,"0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1",false,false,false,0,0,0,100,9,false,true,DSG,771692c7f2b3962e344fd347e730892a44a14da7
ObjectId(5a9670c9907a2e77c94ab9e7),fields,2,,"0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,",,false,false,,,,,,false,false,,e5d0d114f0a621a2ff7354ef3732b77e6503bbaa
ObjectId(5a9670c9907a2e77c94ab9e8),mountains,4,I,"0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.105263157894737,0",false,false,false,0,6,0,100,,false,true,ASFASFSDA,2adb82c02b172266b59e2e2ce25d015327216802
ObjectId(5a9670c9907a2e77c94ab9e9),seashore,,I,"0,0,0,1,0,,0,0,0,0.105263157894737,0",,false,false,,,,,,false,false,,13a5e62411636fc31d6681e266b2e6fe08f99bf9
ObjectId(5a9670c9907a2e77c94ab9ea),mountains,1,G,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.41747572815534,0.973684210526316,0.75",false,false,false,0,0,0,100,8,false,true,DSGS,82b70a8d5d1850f5fc996ab7b46cd2184b62990c
ObjectId(5a9670c9907a2e77c94ab9eb),seashore,7,I,"0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.105263157894737,0",false,false,false,0,43,0,100,6,false,true,ASFASF,352eb6e217128464e71bedc124afe1a22e4073d8
ObjectId(5a9670c9907a2e77c94ab9ec),,4,C,",0,0,0,0,0,0,1,0,0,0,0,0,0.00970873786407768,0,0",true,true,false,0.4566209954337901,20,22.374429776255706,77.16894922831051,6,true,true,WAFAWF,bfc553f92f55633f7587dfd132e9aa6cef36993a
ObjectId(5a9670c9907a2e77c94ab9ed),fields,2,F,"0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.105263157894737,0",false,true,false,0,24,0,100,6,true,true,JNBJ,491bada91d3d35491ec104b2cfc5c3bdc13983ff
ObjectId(5a9670c9907a2e77c94ab9ee),mountains,8,H,"0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.223300970873786,0.5,0.25",false,false,false,14.285718571428141,10,0,85.71428142857185,6,false,true,DSAGDSAG,4fe03e66308751801ea6a5f9983dd6aa8b659311
ObjectId(5a9670c9907a2e77c94ab9ef),mountains,1,I,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.105263157894737,0",true,true,true,20.892984398852526,0,3.95535098771329,75.15166461343419,7,true,true,TEST,83c0e4bdd8430fe835031c5193c7f5606866798d
ObjectId(5a9670c9907a2e77c94ab9f0),mountains,1,C,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00970873786407768,0,0",,false,false,,,,,,false,true,,c3e814fd7bd0b78abceea8046353eebbdcb3cb8d
ObjectId(5a9670c9907a2e77c94ab9f1),mountains,4,A,"0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1",true,true,true,11.080334812040933,0,24.930744989142323,63.98892019881674,8,true,true,ΝΙΚΠΑΠ,f67cb4041271c4831e114787bcb7b4bbc5cad90e
ObjectId(5a9670c9907a2e77c94ab9f2),seashore,1,D,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.41747572815534,0.5,0.5",true,true,true,0,0,10.810809711468268,89.18919028853173,9,true,true,ΓΙΩΜΑΥ,bc55d47d5848e409ca861ebab1f3378a7d64cf4c
ObjectId(5a9670c9907a2e77c94ab9f3),,,G,",,0,0,0.41747572815534,0.973684210526316,0.75",,true,true,,,,,,true,true,,150c1ff4c8e7d7c1fd981db14ce27cfbe806fb3c
ObjectId(5a9670c9907a2e77c94ab9f4),,1,,",0,0,0,0,0,0,0,0,0,1,",,false,true,0,0,23.255817674418232,76.74418232558176,4,true,true,ΠΑΝΟΣ ΗΛΙΘΙΟΣ ΚΑΜΜΕΝΟΣ,e2be82e3f34e69936de2e112926833b92dd966d5
ObjectId(5a9670c9907a2e77c94ab9f5),seashore,1,G,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.41747572815534,0.973684210526316,0.75",,true,true,,,,,,true,true,,16d136d2084ca8aaba82ff607c4398feb5589313
ObjectId(5a9670c9907a2e77c94ab9f6),mountains,,,"0,0,1,0,0,,",true,false,true,7.30897,0,26.910299999999996,65.78073,,true,true,ΔΗΜΚΥΡ,5ac1462b689ad6b01529fec501c67e24af4c2d2e
ObjectId(5a9670c9907a2e77c94ab9f7),,1,A,",0,0,0,0,0,0,0,0,0,1,0,0,1,1,1",,false,false,6.644517468438601,0,16.611298671096105,76.74418386046528,,true,true,ΑΛΕΤΑΠ,c40cbf0dcec5f482130981eaad529e763137eed8
ObjectId(5a9670c9907a2e77c94ab9f8),,,F,",,0,0,0,0.105263157894737,0",,false,true,,,,,,false,true,,76c1a32ef7b7f3a1174cdab40c9c9d8f32792bca
ObjectId(5a9670c9907a2e77c94ab9f9),mountains,1,B,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.41747572815534,0.5,0.5",true,false,false,0.33222588039867307,0,22.923588647508268,76.74418547209305,8,true,true,ΑΜΑΑΝΑ,371bf31ea09c8781390b80d2a48876f5d4bea18b
ObjectId(5a9670c9907a2e77c94ab9fa),,,C,",,0,0,0.00970873786407768,0,0",,false,true,,,,,,true,true,,7ae43c3e0f3658a5ff6b3efa027055a822c5b5e1
ObjectId(5a9670c9907a2e77c94ab9fb),mountains,,,"0,0,1,0,0,,",,false,true,14.285718571428141,0,24.584717541528246,61.12956388704361,,true,true,ΝΙΚΠΑΠ,72f0d51fd6659d2082713bac370909d48368759c
ObjectId(5a9670c9907a2e77c94ab9fc),,,,",,",true,false,true,0.3322259136212625,0,28.23920115780725,71.42857292857148,8,true,true,ΝΙΚΠΑΠ,78c1861b280c65576d01c439d976f4c96667ae4b
ObjectId(5a9670c9907a2e77c94ab9fd),fields,1,,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,",true,false,false,0.9049774014496036,1,21.719453276419138,77.37556932213126,8,true,true,ANDREAS,d2fc1304911de407af5fc8c0d7d67518a60e7b51
ObjectId(5a9670c9907a2e77c94ab9fe),,,D,",,0,0,0.41747572815534,0.5,0.5",,false,true,,,,,,true,true,,f60a8d3bf7b10b0032e28fe6b5dbda6f946f6840
ObjectId(5a9670c9907a2e77c94ab9ff),fields,,D,"0,0,0,0,1,,0,0,0.41747572815534,0.5,0.5",,true,false,,,,,,true,true,,6f8ce1bfc8920b75fa492978c95befcc3b2c062e
ObjectId(5a9670c9907a2e77c94aba00),mountains,,,"0,0,1,0,0,,",,false,true,,,,,,true,true,,edaab3a5384bad19f095236c80f5d6314b9cfe08
ObjectId(5a9670c9907a2e77c94aba01),mountains,1,,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,",true,false,true,7.973421840531564,0,21.92690956146181,70.09966859800663,,true,true,ΦΡΑΕΙΡ,f6b949827932d5180ddb9cb36cf6b2bbf27b4fed
ObjectId(5a9670c9907a2e77c94aba02),fields,1,E,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.223300970873786,0.5,0.25",true,false,true,2.973977541258403,0,7.434944412625597,89.59107804611601,,true,true,ΕΥΓΚΑΡ,69035cd361b463bfa5bf44039775bde7ea6717a3
ObjectId(5a9670c9907a2e77c94aba03),,1,,",0,0,0,0,0,0,0,0,0,1,",,false,false,,,,,,true,true,,9670478c6ca67f1269129fb7f9b2ed8685e15c2e
ObjectId(5a9670c9907a2e77c94aba04),mountains,1,A,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1",true,false,true,8.13559375299055,0,10.169491681068667,81.69491456594078,7,true,true,ΑΓΓΔΑΣ,e0e14ac7f6c7af8caab469a01c4bcc9e4853c720
ObjectId(5a9670c9907a2e77c94aba05),mountains,1,B,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.41747572815534,0.5,0.5",true,false,false,2.640263583798997,0,21.12211264398913,76.23762377221188,8,true,true,ΕΛΕΣΤΑ,6aec2aae1b57656f691e4748bc9e723f20509252
ObjectId(5a9670c9907a2e77c94aba06),mountains,4,C,"0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00970873786407768,0,0",true,false,false,7.5471697756022325,0,19.811318057968474,72.6415121664293,,true,true,ΑΓΓΔΑΣ,b78a58ee6f578444ba3347d243449eb23be1e19c
ObjectId(5a9670c9907a2e77c94aba07),fields,4,D,"0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.41747572815534,0.5,0.5",true,false,true,6.6445181328903615,0,29.900330598006608,63.45515126910303,6,true,true,ΝΙΚΠΑΠ,3e7ff50c1575d719d2c7646f7bc5ce69bf9c71cb
ObjectId(5a9670c9907a2e77c94aba08),mountains,,A,"0,0,1,0,0,,0,0,1,1,1",true,false,true,13.289039069767263,0,9.966776302325659,76.74418462790706,,true,true,ΝΙΚΠΑΠ,57284b21e7e123188166d4e36f234796a236ebaf
ObjectId(5a9670c9907a2e77c94aba09),,,,,,false,,,,,,,false,false,,cfb2b8f68d91febf37195e264291e2f0417de09d
ObjectId(5a9670c9907a2e77c94aba0a),,,,",,",,false,,,,,,,false,false,,b3601116fa3f50f21f59707f162555616b0b204d
ObjectId(5a9670c9907a2e77c94aba0b),mountains,1,B,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.41747572815534,0.5,0.5",true,true,true,9.337346666787548,0,36.14457973327047,54.51807359994198,9,true,true,ΔΗΜ ΣΜΥΡ,653bd9388b5e7fcf65ee4313534641610a84b952
ObjectId(5a9670c9907a2e77c94aba0c),,,,",,",,false,false,,,,,,true,true,,442e5b2cc81a71fa7b17229a460465a7d4baf6e4
ObjectId(5a9670c9907a2e77c94aba0d),mountains,4,F,"0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.105263157894737,0",false,false,false,0,0,0,100.00000000000001,5,true,true,ΚΩΝΤΣΙ,e03b6f25bb1064dcc36bcd5d8eae48721090cbc6
ObjectId(5a9670c9907a2e77c94aba0e),mountains,2,I,"0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.105263157894737,0",false,false,true,3.0612247370887125,0,0,96.93877526291129,1,true,true,ΘΕΟΚΟΡ,6be1cbec25bdab6ab6cc7c31f94273fd23029431
ObjectId(5a9670c9907a2e77c94aba0f),,4,,",0,0,0,0,0,0,1,0,0,0,",,false,false,,,,,,true,true,,8678310082374ec42f7c9f3c4a3eee12d99f500d
ObjectId(5a9670c9907a2e77c94aba10),,4,F,",0,0,0,0,0,0,1,0,0,0,0,0,0,0.105263157894737,0",,false,false,,,,,,false,true,,06459d8a0bd04f2d491855b7497553e6e0313d65
ObjectId(5a9670c9907a2e77c94aba11),fields,,,"0,0,0,0,1,,",,true,false,,,,,,true,true,,a4a396eeb7d6e1426f3218f535f8858ffc5b5285
ObjectId(5a9670c9907a2e77c94aba12),,,,",,",,false,,,,,,,false,false,,209e5191819bb48d5bcf3278f96c0f37c015c0d8
ObjectId(5a9670c9907a2e77c94aba13),,,,",,",,false,false,,,,,,false,false,,0dd3ed3ab1ec77e955c9443b8fa58f2d8ba1bbf6
ObjectId(5a9670c9907a2e77c94aba14),seashore,1,I,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.105263157894737,0",,false,false,,,,,,false,false,,8a792129e7286bca1297850a01e690163ef81a80
ObjectId(5a9670c9907a2e77c94aba15),,,,",,",,false,,,,,,,false,false,,68b9f05149933780c972762a295a6ebab3f7e369
ObjectId(5a9670c9907a2e77c94aba16),,,,",,",,false,false,,,,,,true,true,,894a29c900cad467c83498404b14434f1b8a919f
ObjectId(5a9670c9907a2e77c94aba17),,,,",,",,false,false,,,,,,false,false,,a3ebcd0914fc87c6c27f3bd3ac8b8765bc4a611f
ObjectId(5a9670c9907a2e77c94aba18),mountains,3,A,"0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1",true,false,true,3.125000133611514,0,25.568181356614772,71.30681850977372,9,true,true,ΑΛΕΜΠΙ,d9c40a3cc405d6da1440848b7b21028211234318
ObjectId(5a9670c9907a2e77c94aba19),fields,4,E,"0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.223300970873786,0.5,0.25",true,false,true,9.120519751456381,0,18.56677637805165,72.31270387049197,5,true,true,ΚΩΣΒΑΓ,1a6eb5b713dd0173a757ee9220f26e06e9c0ca90
ObjectId(5a9670c9907a2e77c94aba1a),,8,G,",0,0,1,0,0,0,0,0,0,0,0,0,0.41747572815534,0.973684210526316,0.75",,false,false,,,,,,false,true,,4598b8448aa0f1c8a67aa957daecd4fc5a60198b
ObjectId(5a9670c9907a2e77c94aba1b),,2,C,",0,0,0,0,0,0,0,0,1,0,0,0,0.00970873786407768,0,0",,false,true,,,,,,true,true,,de5d5e6b31adbe50507c9693f380a54229dede5f
ObjectId(5a9670c9907a2e77c94aba1c),mountains,1,B,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.41747572815534,0.5,0.5",true,true,false,0,0,19.9335519933552,80.0664480066448,9,true,true,ΜΑΡΚΑΡ,6660f9bda0548da79e05f457ac6a891d79b0be0c
ObjectId(5a9670c9907a2e77c94aba1d),mountains,2,C,"0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00970873786407768,0,0",,false,true,,,,,,true,true,,0000dc9d0d885900defb1edf69fa35f62e0e2cb5
ObjectId(5a9670c9907a2e77c94aba1e),fields,,E,"0,0,0,0,1,,0,0,0.223300970873786,0.5,0.25",,false,false,,,,,,true,true,,09c08c9b9e4edb8d9f4ff77254a6877e6e20d2d0
ObjectId(5a9670c9907a2e77c94aba1f),mountains,5,,"0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,",,false,false,,,,,,true,true,,c40ec434bb939561d2f0ef2d3f1d8e0af9a8b474
ObjectId(5a9670c9907a2e77c94aba20),,,,",,",true,false,true,1.3274336837144636,0,14.15929280386873,84.5132735124168,7,true,true,ΣΤΕΣΚΕ,be09c3b75478e241b68552c9870d6f4314360e6d
ObjectId(5a9670c9907a2e77c94aba21),mountains,4,A,"0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1",true,false,true,9.302324534883773,0,30.564788471760576,60.132886993355655,7,true,true,ΓΙΑΠΟΣ,113f13f0e5d17b561a1b2c11b25aa9150a9aed3d
ObjectId(5a9670c9907a2e77c94aba22),,,,",,",true,false,false,0,10,23.255817674418232,76.74418232558176,8,true,true,ΕΛΕΑΝΔ,39f267f9012f8263216306ef1f7e37cd8ecbc2db
ObjectId(5a9670c9907a2e77c94aba23),mountains,,,"0,0,1,0,0,,",,false,false,,,,,,false,true,,69c55286e0f9d1feffbf73f453af87c545c7bdea
ObjectId(5a9670c9907a2e77c94aba24),fields,1,E,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.223300970873786,0.5,0.25",,false,false,,,,,,true,true,,97f6d49a4f5b1d01a00b9d18f15c8a8142240032
ObjectId(5a9670c9907a2e77c94aba25),fields,,D,"0,0,0,0,1,,0,0,0.41747572815534,0.5,0.5",true,false,true,2.867383268932817,0,21.505371819863427,75.62724491120376,8,true,true,ΑΝΝΠΕΤ,dd3212f72ff146b6567aed73a4d70997b945f3fa
ObjectId(5a9670c9907a2e77c94aba26),,1,,",0,0,0,0,0,0,0,0,0,1,",true,false,false,3.32225903322259,0,13.2890401328904,83.38870083388701,10,true,true,ΒΑΣΠΑΠ,9690f8ee41c5e566f27b192e1c693998f6e9a5e0
ObjectId(5a9670c9907a2e77c94aba27),,1,B,",0,0,0,0,0,0,0,0,0,1,0,0,0.41747572815534,0.5,0.5",,false,true,,,,,,true,true,,cc5677d6914275dbf376ea5c24cadc2079f6b487
ObjectId(5a9670c9907a2e77c94aba28),,,,",,",,false,true,3.986710960132891,0,16.9435198305648,79.06976920930232,,true,true,ΒΑΣΦΡΑ,dc88f7139999fcc9ba5b019c44b3402238f5508f
ObjectId(5a9670c9907a2e77c94aba29),,1,,",0,0,0,0,0,0,0,0,0,1,",,false,false,,,,,,true,true,,9b42fea8f682023272d04d1e90e5d5c468ce07b9
ObjectId(5a9670c9907a2e77c94aba2a),,,D,",,0,0,0.41747572815534,0.5,0.5",,false,true,,,,,,false,true,,28371e6e899e47ba7bdcf8b6d29cc942eab34f2a
ObjectId(5a9670c9907a2e77c94aba2b),seashore,,,"0,0,0,1,0,,",,false,true,,,,,,true,true,,b040c06946b921cbc127dcd9d495c9ecdc1ef993
ObjectId(5a9670c9907a2e77c94aba2c),,,,,,false,,,,,,,false,false,,882072a17894dbd73a9fe4ae469f3f008bbfff4b
ObjectId(5a9670c9907a2e77c94aba2d),,,,",,",,false,,,,,,,false,false,,6f6914ee5c7aa4af97994d8692ec542842296149
ObjectId(5a9670c9907a2e77c94aba2e),mountains,4,A,"0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1",true,true,true,3.32225936544853,0,29.90033328903666,66.7774073455148,8,true,true,ΣΩΤΠΑΠ,cff14ddb321232906420a49ec9a9092a8d364ef7
ObjectId(5a9670c9907a2e77c94aba2f),,,,,,false,,,,,,,false,false,,bf8a76dd9bc6cb74eb7760939abad07bc87d393e
ObjectId(5a9670c9907a2e77c94aba30),,2,,",0,0,0,0,0,0,0,0,1,0,",,true,false,0,0,36.54485,63.45515,4,true,true,ΑΘΗΤΖΕ,95fea24d45b33e51abe56c051156a0f8d4373c90
ObjectId(5a9670c9907a2e77c94aba31),,,,,,false,,,,,,,false,false,,78fc01905a9870130f2479de7df65de5e2ec9376
ObjectId(5a9670c9907a2e77c94aba32),mountains,,A,"0,0,1,0,0,,0,0,1,1,1",true,false,true,0,0,20.676686496834012,79.32331350316599,8,true,true,ΕΛΕΜΑΝ,1fd0dea44b32e01f61e26c54abf34a6dc6b2b988
ObjectId(5a9670c9907a2e77c94aba33),mountains,2,,"0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,",,true,false,,,,,,false,false,,d723109664119e14c2dff7de48e2bbe6c0e5f5b4
ObjectId(5a9670c9907a2e77c94aba34),fields,2,D,"0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.41747572815534,0.5,0.5",,false,true,,,,,,true,true,,252fbf5fde0b40a6264faf0b3a6af9aef52ca191
ObjectId(5a9670c9907a2e77c94aba35),,2,E,",0,0,0,0,0,0,0,0,1,0,0,0,0.223300970873786,0.5,0.25",true,false,true,7.973421840531564,0,16.61129966777401,75.41527849169442,,true,false,None,ef16f8720d642173d229a2c5e5c9bf6bf9123a3b
ObjectId(5a9670c9907a2e77c94aba36),,1,B,",0,0,0,0,0,0,0,0,0,1,0,0,0.41747572815534,0.5,0.5",false,false,true,20.588237941176207,0,0,79.4117620588238,,false,true,ΜΥΡΑΡΚ,335c29de5d8187bcebf3af9a66990af4fce67701
ObjectId(5a9670c9907a2e77c94aba37),mountains,1,,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,",,false,false,,,,,,true,true,,b35eac68e2be0a0f4ccfab8b722cea88c6a2a111
ObjectId(5a9670c9907a2e77c94aba38),mountains,,,"0,0,1,0,0,,",,false,true,6.6445181328903615,0,24.916940498338807,68.43854136877083,6,true,true,ΔΑΦΚΥΡ,1a545421b74d2629997d8d16cb7a2d23d56cc530
ObjectId(5a9670c9907a2e77c94aba39),,,,",,",,false,false,,,,,,true,true,,35d8b4416639c8f721793509fb911617b683fbd9
ObjectId(5a9670c9907a2e77c94aba3a),,,C,",,0,0,0.00970873786407768,0,0",,true,true,,,,,,false,true,,fb050300a550cd9ca378495833d58a10d3e587bb
ObjectId(5a9670c9907a2e77c94aba3b),,1,,",0,0,0,0,0,0,0,0,0,1,",true,false,false,0,0,16.6113,83.38870000000001,,true,true,ΜΙΧΚΟΥ,d3ea12bb5fcb64f3ef39b3709eee02941cea1dc4
ObjectId(5a9670c9907a2e77c94aba3c),fields,,D,"0,0,0,0,1,,0,0,0.41747572815534,0.5,0.5",,false,false,,,,,,true,true,,6a9c437e69d6a4a5db385a7ebcea85b6c561147c
ObjectId(5a9670c9907a2e77c94aba3d),,,B,",,0,0,0.41747572815534,0.5,0.5",,false,true,,,,,,true,true,,9b5010377bf3ab6534dc78bab0ba928c91b39245
ObjectId(5a9670c9907a2e77c94aba3e),,1,B,",0,0,0,0,0,0,0,0,0,1,0,0,0.41747572815534,0.5,0.5",true,false,true,6.430867974255846,0,25.72346996133205,67.84566206441211,,true,true,ΠΕΤΚΟΥ,2b099ff7503363045eaa19edd7adbdbbe52d798b
ObjectId(5a9670c9907a2e77c94aba3f),,,,",,",,false,false,,,,,,false,false,,56fd488a9901bd31e68ccfcba81e27036d6352ed
ObjectId(5a9670c9907a2e77c94aba40),mountains,,B,"0,0,1,0,0,,0,0,0.41747572815534,0.5,0.5",true,false,true,0,1,36.54485,63.45515,8,true,true,ΓΙΩΜΗΤ,0fb7c3422092d85cd2789bd4ee188484c58b889c
ObjectId(5a9670c9907a2e77c94aba41),mountains,1,B,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.41747572815534,0.5,0.5",true,false,true,0,1,19.9335519933552,80.0664480066448,8,true,true,ΚΩΝΑΝΔ,ea661e127f3ad3f985a4c298501367688a0a584e
ObjectId(5a9670c9907a2e77c94aba42),,,,,,false,,,,,,,false,false,,7240932ebdf4bb5e1fad5e3a2421e04b30a1e500
ObjectId(5a9670c9907a2e77c94aba43),mountains,5,B,"0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.41747572815534,0.5,0.5",true,false,true,0,0,29.90033,70.09967,6,false,true,ΧΡΙΚΑΡ,b457c4e35ce05803d22e1a160c6542ac6d25b8d4
ObjectId(5a9670c9907a2e77c94aba44),mountains,1,A,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1",true,false,true,0,0,23.255817674418232,76.74418232558176,7,true,true,ΧΡΙΚΟΡ,089db4beaf37fcb915b6601b720b10f98fb4bc2c
ObjectId(5a9670c9907a2e77c94aba45),mountains,1,A,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1",,false,true,,,,,,true,false,,03a4ae05d1103fdfc59f671a46c770c38c46fbbc
ObjectId(5a9670c9907a2e77c94aba46),mountains,,,"0,0,1,0,0,,",,false,true,,,,,,true,true,,b1ad5996ce8219a930aab5fecc5f9e69974596cc
ObjectId(5a9670c9907a2e77c94aba47),,,,",,",true,false,false,0,0,19.23077,80.76923,,false,true,ΚΑΤΖΟΥ,f0b9742ad9125b76b53569ec8dbe7417c68f200f
ObjectId(5a9670c9907a2e77c94aba48),,,,,,false,,,,,,,false,false,,4d0bab562ea7748fb71d5ddec22b854390a6f9a7
ObjectId(5a9670c9907a2e77c94aba49),,,,,,false,,,,,,,false,false,,78b2dca412a9f346566cae4f929bb1cebfe63bb1
ObjectId(5a9670c9907a2e77c94aba4a),fields,2,E,"0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.223300970873786,0.5,0.25",true,true,true,7.641195541528266,0,14.950169102989852,77.40863535548188,8,true,true,ΑΛΕΜΕΛ,91e2d70ed6c88ed192806bdedc8efca44cf78f08
ObjectId(5a9670c9907a2e77c94aba4b),,3,,",0,0,0,0,0,0,0,1,0,0,",,false,false,,,,,,true,true,,1a25f0a9ede41fa3b7d707ae6bd18d0b74a6b364
ObjectId(5a9670c9907a2e77c94aba4c),seashore,2,G,"0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.41747572815534,0.973684210526316,0.75",true,true,true,0,0,22.50804424912889,77.49195575087111,4,true,true,ΑΝΝΠΕΤΡ,243a313afacc83bacd4a84b0e73668e37f7a03d0
ObjectId(5a9670c9907a2e77c94aba4d),seashore,5,H,"0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.223300970873786,0.5,0.25",,false,true,,,,,,true,true,,839626fe929374b17c5b36a38970dadb8e793028
ObjectId(5a9670c9907a2e77c94aba4e),mountains,3,B,"0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.41747572815534,0.5,0.5",false,true,true,0,0,0,100,5,true,true,ΚΟΝΚΑΤ,275e5cafd422b6c2dde906ad60ee922cc66a7ba4
